sql,estimate,actual,q-error
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mi_idx.info_type_id<100 AND mk.keyword_id=71742;
",18,102,5.666666667
"SELECT * FROM cast_info ci WHERE ci.person_id=180022;
",489,42,11.64285714
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year>2005 AND mc.company_id<1461 AND mi.info_type_id>16;
",263570,1066791,4.047467466
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year=2011 AND mc.company_id=8142;
",6,2,3
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id=11138 AND mc.company_type_id>1 AND ci.person_id>2284654 AND ci.role_id>1;
",10094,39,258.8205128
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.production_year<2008 AND mi.info_type_id=7 AND mi_idx.info_type_id=100;
",161558,511578,3.166528429
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year<2004;
",8101590,3242072,2.498892683
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id=178;
",249,3515,14.11646586
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<7 AND mc.company_id<11 AND mc.company_type_id=2;
",13297,1264,10.51977848
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id>8734;
",1660490,1666152,1.003409837
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=1 AND t.production_year<1960 AND mc.company_id=4625 AND mc.company_type_id=2;
",45,1258,27.95555556
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<10712;
",3021529,3011344,1.003382211
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year<2006 AND mk.keyword_id<16154;
",20384156,20710936,1.016031078
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year=1997 AND mc.company_type_id<2 AND mi_idx.info_type_id<101;
",2871,21934,7.639846743
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id=1722605 AND mi_idx.info_type_id=100;
",90,32,2.8125
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id>4 AND t.production_year=2000;
",195000,96763,2.015233095
"SELECT * FROM movie_companies mc WHERE mc.company_id<52 AND mc.company_type_id<2;
",95189,152914,1.606425112
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id>1 AND t.production_year<2008 AND mi.info_type_id>4;
",4841368,3215612,1.505582141
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<70496;
",4336651,4332228,1.001020953
"SELECT * FROM cast_info ci WHERE ci.person_id<1405322;
",13965843,14273399,1.022022015
"SELECT * FROM movie_companies mc WHERE mc.company_id>15405 AND mc.company_type_id>1;
",531554,831762,1.564774228
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year<2006;
",74337054,51843484,1.433874583
"SELECT * FROM cast_info ci WHERE ci.person_id=3324126;
",489,40,12.225
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year=2009 AND mi.info_type_id=1 AND mk.keyword_id>137;
",68178,186774,2.739505412
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id>3420485 AND ci.role_id>2;
",9592625,72912618,7.600903611
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>1980 AND ci.person_id<1674553 AND ci.role_id>2;
",5765849,3835855,1.503145713
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year>2013 AND mc.company_id>33713 AND mc.company_type_id=1;
",293,160,1.83125
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND mc.company_id=12948;
",242,15283,63.15289256
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=1992 AND mk.keyword_id>20794;
",3564,8724,2.447811448
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<3 AND t.production_year>2005 AND mi.info_type_id=8;
",90072,245441,2.724942268
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND mc.company_id=6 AND mc.company_type_id<2;
",10030,44013,4.388135593
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<958;
",999086,1003207,1.00412477
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=3 AND t.production_year=1993 AND mi_idx.info_type_id=101;
",311,4704,15.12540193
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year>2008 AND ci.person_id<3029930 AND ci.role_id>3 AND mi.info_type_id=3;
",971262,6950,139.7499281
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id>4 AND mi_idx.info_type_id=100 AND mk.keyword_id<1107;
",122132,74449,1.640478717
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=11135 AND mc.company_type_id=1;
",50,442,8.84
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year=1990 AND mi.info_type_id>2;
",53308,2557023,47.96696556
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id<1946759 AND ci.role_id<6 AND mi.info_type_id=2;
",7926247,10722529,1.352787643
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>2611687 AND ci.role_id=2;
",1244241,646059,1.925893765
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year=1984 AND mk.keyword_id>8087;
",11965,14571,1.217801922
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year=2006 AND mi.info_type_id=7 AND mk.keyword_id=2926;
",1,532,532
"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year<1955;
",77613,4764,16.29156171
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<4 AND t.production_year=2007;
",73640,117746,1.598940793
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year=2007 AND ci.person_id<825497 AND ci.role_id>1 AND mk.keyword_id<249;
",8676,30961,3.568579991
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND mk.keyword_id<3663;
",818096,1789077,2.186879046
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<7 AND mc.company_id=2561;
",3946,9632,2.440952864
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=100782 AND mc.company_type_id>1;
",53,91,1.716981132
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year=2011 AND mi.info_type_id<2;
",50020,48290,1.035825223
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id>1532228 AND ci.role_id>10;
",924290,2767702,2.994408681
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=7 AND t.production_year<1998 AND mk.keyword_id<15487;
",738270,154417,4.781015044
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<7 AND t.production_year=2008 AND mc.company_id<11807 AND mc.company_type_id>1;
",13538,7381,1.834168812
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year>2000 AND mc.company_id=160 AND mc.company_type_id=1;
",9071,4055,2.236991369
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>2012 AND mk.keyword_id>9127;
",17164,12779,1.343141091
"SELECT * FROM cast_info ci WHERE ci.person_id=1033380;
",489,1,489
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id<13037;
",3201875,3197881,1.001248952
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id<7 AND mc.company_id=18644 AND ci.person_id>1788016;
",297,158,1.879746835
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id=3241038 AND ci.role_id<10;
",425,70,6.071428571
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year=1995 AND mc.company_id<197 AND mc.company_type_id<2 AND mk.keyword_id<317;
",380,2405,6.328947368
"SELECT * FROM cast_info ci WHERE ci.person_id<3482159 AND ci.role_id>1;
",21603817,20427076,1.057606923
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=4 AND t.production_year<1996 AND mi.info_type_id=8 AND mk.keyword_id<1749;
",11660,25623,2.197512864
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id>2 AND t.production_year>2004 AND mk.keyword_id<3430;
",8610676,9242279,1.073351152
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND ci.person_id<829281 AND ci.role_id<2;
",1125793,2603873,2.312923424
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2001 AND ci.person_id<2816281 AND ci.role_id<2;
",121580,373311,3.070496792
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id=1659485 AND ci.role_id=1;
",169,31,5.451612903
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id=1164311;
",267,21,12.71428571
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<81256;
",2210245,2200993,1.004203557
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year=2011 AND mk.keyword_id>1771;
",199677,906135,4.538003876
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id<3 AND mc.company_id>7588 AND mi.info_type_id>3;
",2015726,27650821,13.71754941
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>1913 AND mi_idx.info_type_id=99;
",176668,1049530,5.940691014
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year<2006 AND mk.keyword_id<845;
",7394602,25538685,3.453692978
"SELECT * FROM cast_info ci WHERE ci.person_id<3921479;
",35499546,35511516,1.000337187
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=79033 AND mc.company_type_id=2;
",53,1,53
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year>2011 AND ci.person_id<3059723;
",16689221,21047537,1.261145562
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=1 AND t.production_year>1987;
",40690829,232265531,5.708056009
"SELECT * FROM cast_info ci WHERE ci.person_id>1143397;
",24909249,24625218,1.011534152
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year>2006 AND mi_idx.info_type_id<101 AND mk.keyword_id=11745;
",9,46,5.111111111
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>2004 AND mc.company_type_id=1 AND mk.keyword_id=21162;
",33,9,3.666666667
"SELECT * FROM movie_companies mc WHERE mc.company_id<142234;
",2483307,2481104,1.000887911
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id=11203 AND ci.role_id=1;
",58921,8275,7.120362538
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id<7082;
",37660194,123368884,3.275843029
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>1965 AND mk.keyword_id<64087;
",20696151,157517013,7.610932729
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id=100 AND mk.keyword_id<135;
",33426,122142,3.654101598
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year=2011 AND mc.company_id<34 AND mc.company_type_id=2;
",5753,1951,2.948744234
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_id>17069;
",540135,1409587,2.609693873
"SELECT * FROM cast_info ci WHERE ci.person_id<800248 AND ci.role_id<5;
",5919250,7112042,1.201510664
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2009 AND mc.company_id>1675 AND mi_idx.info_type_id<101;
",32600,88338,2.709754601
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=3 AND t.production_year<2008 AND mi.info_type_id<16;
",139732,743247,5.3190894
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year=2004 AND mc.company_id<137789 AND mc.company_type_id=2 AND mk.keyword_id>359;
",69091,279058,4.038992054
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year<1955 AND mi_idx.info_type_id>101;
",50,5772,115.44
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND t.production_year<2006 AND mc.company_id>464 AND mc.company_type_id>1 AND mi.info_type_id=16;
",292544,1456823,4.979842349
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id<101 AND mk.keyword_id=47696;
",91,52,1.75
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=2 AND t.production_year=1992 AND mc.company_id<71269 AND mc.company_type_id<2 AND mi_idx.info_type_id<100;
",66,620,9.393939394
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND mi_idx.info_type_id<100 AND mk.keyword_id<6934;
",285154,194595,1.465371669
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year<2000 AND mk.keyword_id<8576;
",453790,1395793,3.075856674
"SELECT * FROM movie_companies mc WHERE mc.company_id<18790;
",1667783,1663552,1.002543353
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=4 AND t.production_year=1991;
",9102,25542,2.80619644
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=4 AND ci.role_id=10;
",116087,142791,1.230034371
"SELECT * FROM cast_info ci WHERE ci.person_id=2553389 AND ci.role_id=2;
",100,345,3.45
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>1969;
",32530979,20500437,1.586843198
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>1934;
",24590315,230873794,9.388809944
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id<728784 AND ci.role_id=3;
",445752,755808,1.695579605
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=1978 AND mk.keyword_id<35875;
",9000,25314,2.812666667
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id>18048 AND mc.company_type_id=1;
",467016,158278,2.950605896
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<1913 AND mc.company_type_id<2;
",11206,12765,1.139121899
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2010 AND mi_idx.info_type_id<101;
",300098,538680,1.795013629
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<2031507;
",20000225,20215288,1.010753029
"SELECT * FROM movie_companies mc WHERE mc.company_id=9452;
",104,128,1.230769231
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id=11446;
",249,49,5.081632653
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND ci.person_id>3126683 AND ci.role_id>1;
",3897413,3928493,1.007974521
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year>2006 AND mc.company_id>949 AND mc.company_type_id>1 AND ci.role_id>10;
",38136,104527,2.740900986
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id<923 AND mc.company_type_id>1;
",599544,861025,1.436133128
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year<1910;
",603822,26977,22.38284465
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>887321 AND ci.role_id>10;
",204772,280073,1.36773094
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>2008 AND ci.person_id>1918076 AND mk.keyword_id<12664;
",3400102,2759896,1.231967436
"SELECT * FROM movie_companies mc WHERE mc.company_id=647 AND mc.company_type_id=1;
",50,703,14.06
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year<2009 AND mc.company_type_id<2;
",1188779,2397667,2.016915676
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mk.keyword_id<52544;
",9818929,211166869,21.5061
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=3 AND mi.info_type_id>8;
",135780,450441,3.317432612
